Names;Links;Description
Siemens;https://www.siemens.com/global/en.html;Is an engineering and electronics company that specializes in the fields of industry, energy, transportation, and healthcare. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^155].
Simbe Robotics;https://www.simberobotics.com/;Builds automation solutions for the retail industry. Simbe\'92s first product, [Tally](https://www.simberobotics.com/platform/tally/), is the world\'92s first fully autonomous shelf auditing and analytics solution. Hiring ROS engineers ([Robotics Software Engineer](https://discourse.ros.org/t/robotics-software-engineer-simbe/25079)).
Simelabs;http://www.simelabs.com/;Offer a software solution in business mobility, omnichannel, IoT, cloud, and blockchain technology. Also, offer solutions for robots. Hiring ROS engineers ([Robotics Engineer](https://www.simelabs.com/careers/robotics-engineer/)).
Skarv Technologies;http://www.skarvtech.com;Developadvanced underwater robotic systems. The company leverages the latest advancements in robotics, artificial intelligence, and underwater technology to develop innovative solutions for various applications in the marine and offshore industries. Gazebo/ROS packages for underwater robotics simulation (see [`skarvtech/uuv_simulator`](https://github.com/skarvtech/uuv_simulator)).
Skilled Wound Care;https://www.skilledwoundcare.com/;Provide wound care services. Hiring engineers with experience in ROS ([Robotics Engineer](https://boards.greenhouse.io/skilledwoundcare/jobs/5820901003?gh_src=6ff343cd3us)).
Skycatch;http://www.skycatch.com;build technology to autonomously capture, process, and analyze 3D drone data. ROS drivers for Skycatch (see [`Skycatch`](https://github.com/Skycatch)).
Skyline Robotics;https://www.skylinerobotics.com/;Provide building maintenance services using drones and robotic systems. They develop and operate a range of drones and robots that can perform tasks such as window cleaning, inspection, and maintenance on tall buildings, bridges and structures. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
SLAMcore;http://www.slamcore.com;Provide location, mapping and perception software for robots and other autonomous machines to become spatially intelligent. ROS dockers for SLAMcore (see [`slamcore`](https://github.com/slamcore)).
Slip Robotics;https://sliprobotics.com/;Produces autonomous mobile robots used for unloading trucks. Hiring engineers with experience in ROS ([Robotics Software Engineer](https://tarta.ai/j/3bdEiX8BUtwXGc8feysB-robotics-software-engineer-perception-computer-vision-ml-ai-at-slip-robotics)).
sliQue Robotics;https://slique.us/;Produces mobile autonomous robots for delivery and cleaning applications. Hiring engineers with experience in ROS ([Senior ROS Developer](https://www.linkedin.com/jobs/view/senior-ros-developer-at-slique-robotics-3637036813/?originalSubdomain=in)).
Small Robot Company;http://www.smallrobotcompany.com/;An agricultural start-up developing autonomous scanning and weeding robotics. Full field scans at a per-plant level are then visualised on a web interface which dictates job-planning and data analysis. Utilising ROS1 for communication, localization and state-control. Company worker works as a [ROS developer](https://www.smallrobotcompany.com/team).
smartmicro;https://www.smartmicro.com/;Develop sensor solutions for traffic management and automotive industries. ROS2 drivers for smartmicro (see [`smartmicro radars`](https://discourse.ros.org/t/ros-2-driver-for-smartmicro-radars/23153)).
Smart Machine;http://www.oxin.nz;Machinery manufacturing. Oxin, their flagship product a fully autonomous viticultural vehicle. PCL (Point Cloud Library) ROS interface stack for Smart Machine (see [`oxin-ros/perception_pcl`](https://github.com/oxin-ros/perception_pcl)).
Smart Robotics;https://smart-robotics.io;Developer of cutting-edge robot solutions in the logistics space. Building [pick and place](https://smart-robotics.io/en/pick-and-place-robot/) robots using deep learning for vision and self-developed motion planning for robust and fast robotic solutions. Using ROS as the backbone for communication within the application. ROS drivers for Smart Robotics (see [`smart-robotics`](https://github.com/smart-robotics)).
SNCF;http://www.sncf.com;Is a travel and logistic service provider company. SNCF runs and manages SNCF voyage. Sponsor of the [ROScon](https://roscon.ros.org/fr/2019/)� 2019. ROSCon is a developers conference [^168].
SoftBank Robotics;https://www.softbankrobotics.com/emea/en;Create robots and explores and commercializes the robotic solutions. Pepper[^35] is social humanoid robot able to recognize faces and basic human emotions. ROS drivers for SoftBank Robotics (see [`softbankrobotics-research`](https://github.com/softbankrobotics-research)).
solectrix GmbH;http://www.solectrix.de;Provide electronics and software solutions for a variety of applications. Offers a range of products and services, including electronics design, software development, and system integration. The company's products and services are used in a variety of industries, including automation, aerospace, and medical technology. The use of [proFRAME](https://solectrix.de/en/products/video-grabber-and-playback-systems/) in different SW platforms or working environments ([ROS](https://solectrix.de/en/products/video-grabber-and-playback-systems/)).
Solid State of Mind;https://solidstateofmind.com/;Develop an artificial intelligence capable of adapting to real-time changes in the environment. A set of plugins for publishing and subscribing to sensor_msgs/Image topics in representations other than raw pixel data for Solid State of Mind (see [`Solid-State-of-Mind-Inc/image_transport_plugins`](https://github.com/Solid-State-of-Mind-Inc/image_transport_plugins)).
Soltrex;https://www.soltrex.io/;Design and manufacture of solar-tracking systems for large-scale solar power projects. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
SOMATIC;http://getsomatic.com;Make bathroom cleaning robots for commercial spaces like office buildings. A set of plugins for publishing and subscribing to sensor_msgs/Image topics in representations other than raw pixel data for SOMATIC (see [`getsomatic/image_transport_plugins`](https://github.com/getsomatic/image_transport_plugins)).
Sony;https://www.sony.com/en/;Develop and manufacture audio, video, communications, and information technology products for the consumer and professional markets. Known to use ROS and ROS 2 in their latest robotics products (Aibo[^203] and Airpeak S1[^202]). Sponsor of the [ROScon](https://roscon.ros.org/) across multiple years.
Sorting Robotics;https://www.sortingrobotics.com/;Build automation technology for cannabis and hemp manufacturers. Specializing in robotics, computer vision, and A.I.. Hiring engineers with experience in ROS ([Robotics Engineer](https://www.linkedin.com/jobs/view/3774506824)).
Southie Autonomy;http://southie.ai;Provide contract packagers, manufacturers, and retailers with fast and flexible robot arm automation. Hiring engineers with experience in ROS ([Robotics Software Engineers](https://discourse.ros.org/t/southie-autonomy-is-looking-for-2-robotics-software-engineers/24244)). ROS drivers for Southie Autonomy (see [`SouthieAutonomy`](https://github.com/SouthieAutonomy)).
Southwest Research Institute;https://www.swri.org/industries/industrial-robotics-automation;Develop automation and robotics solutions. Southwest Research Institute (SwRI) has used the ROS to develop complex intelligent systems. SwRI has leveraged ROS applications in the areas of: Industrial Robotics & Automation[^70], Robotics Research & Development[^71], ROS-Industrial[^72] and Automated Driving Systems & UGVs[^73]. (see [`swri-robotics`](https://github.com/swri-robotics/))[^74]. ROS drivers
SpaceTime Labs;https://www.spacetimelabs.ai/;Artificial intelligence firm that develops and operates automated platforms. Hiring ROS engineers ([Senior Robotics Engineer](https://static1.squarespace.com/static/60b6393782659e2d1e1634c3/t/60b6848b5685206ff41de365/1622574219913/02+Robotics_Eng_vJan21-final.pdf)).
spinbotics;http://spinbotics.com;Develop actuators for automation, manipulation, and manufacturing. ROS drivers for spinbotics (see [`Spinbotics-s-r-o`](https://github.com/Spinbotics-s-r-o)).
Spirit Aerosystems;https://www.spiritaero.com/;Manufacture component parts and assemblies for commercial aircraft. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^156].
Square Robot Inc.;http://www.squarerobots.com;Build robotic systems for submerged oil and gas inspections. An image processing pipeline for ROS for Square Robot Inc. (see [`squarerobot/image_pipeline`](https://github.com/squarerobot/image_pipeline)).
ST Robotics;http://strobotics.com;Manufacture bench top robots. Their most popular products are the robotic arms[^66],ROS package providing moveit support for the ST Robotics arms, including controller configuration (see [`ST-ROBOTICS`](https://github.com/ST-ROBOTICS)).
Starship Technologies;http://www.starship.xyz;Is a robotics company building fleets of self-driving delivery robots designed to deliver goods. C++ ROS bag reader (see [`bag_rdr`](https://github.com/starship-technologies/bag_rdr)).
Steatite Limited;http://www.steatite.co.uk;Design and manufacture of rugged electronics and embedded systems. Steatite robotics controllers are optimised for use with [ROS2](https://www.steatite-embedded.co.uk/product_categories/robotics/robotic-solutions/) to simplify product development and reduce time to market.
Stellantis;https://www.stellantis.com;World leading automakers and mobility provider. Seeking for ROS talent in their Cockpit AI team[^267]. Acquired aiMotive which uses ROS 2.
Stereolabs;https://www.stereolabs.com/;Is the leading provider of 3D depth and motion sensing solutions based on stereo vision and artificial intelligence. From robots to drones and cars, Stereolabs empowers machines with the ability to see and understand the world in 3D. Stereo cameras for robotics: [ZED-X](https://www.stereolabs.com/zed-x/) - [ZED2i](https://www.stereolabs.com/zed-2i/). ROS[^310] and ROS2[^311] drivers, with examples and tutorials[^312][^313].
STMicroelectronics;https://www.st.com/;Semiconductor seller. [Micro-ROS module](https://discourse.ros.org/t/micro-ros-module-for-stm32cubemx/19487/1) for [STM32CubeMX](https://www.st.com/en/development-tools/stm32cubemx.html#overview).
Stogl Robotics;https://www.stoglrobotics.de/;Is the consulting and engineering services company specialized on Robot Control, software and hardware integration, and use of ROS and ROS2. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^153].
Stratom;http://www.stratom.com;Develop autonomous systems, including drones and robotics. The company use artificial intelligence, machine learning, and autonomous technology to develop innovative solutions for various industries, such as defense, logistics, and agriculture. ROS2 drivers for Stratom (see [`StratomInc`](https://github.com/StratomInc)).
StreetDrone;http://streetdrone.com/;Full-stack autonomous vehicle technology company providing autonomous vehicles and software to customers. Hiring engineers with experience in ROS ([Robotics Software Engineer](https://discourse.ros.org/t/robotics-software-engineer-openings-streetdrone/32317)).
Sundance Multiprocessor Technology;http://www.sundance.com;Provide embedded signal processing solutions. Sponsor of the [ROScon](https://roscon.ros.org/world/2020/) 2020. ROSCon is a developers conference [^167].
Svenzva Robotics;https://www.svenzva.com/;Specializes in design the hardware and software to power high-performance robotics.� This broader accessibility facilitates rapid development towards robotic manipulation and automation. the premier product, Revel[^52], is a robotic manipulator. ROS Drivers for the svenzva arm product line (see [`svenzva_ros`](https://github.com/SvenzvaRobotics/svenzva_ros)).
Swift Navigation;https://www.swiftnav.com;Offer hardware and software that makes GPS positioning technology available for [autonomous vehicle](https://www.swiftnav.com/automotive) and device guidance. ROS drivers for Swift Navigation (see [`swift-nav`](https://github.com/swift-nav)).
SyncBotic;https://syncbotic.com/;Provides software-defined synchronization robot components and makes rugged robot controllers and research & education robot platforms that run ROS and ROS 2.
Synersight;https://www.synersight.es/;Provide companies the automation of workflows with automated guided vehicles (AGV). Hiring ROS engineers ([ROS SOFTWARE Programmer](https://www.linkedin.com/jobs/view/3432959263/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=u6O4P8%2Fg%2BO%2Fjt43vIHs14A%3D%3D&trackingId=HLhcsuutYvbFzIvxXUwzYg%3D%3D&trk=flagship3_search_srp_jobs)).
Synkar Autonomous;http://www.synkar.com;Develop autonomous systems for various industries, such as transportation, logistics, and agriculture. ROS2 drivers for Synkar Autonomous (see [`Synkar`](https://github.com/Synkar)).
Systems Engineering Consultants Co., LTD.;http://www.sec.co.jp/english/index.html;Specialist in real-time technology company that contribute to the safety and development of the networked society and strategic focus on network-based real-time services.. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^152].
Systemtrio;https://systemtrio.com/;Provide software and hardware solutions for the transportation and logistics industries. ROS drivers for SystemTrio Robotics (see [`SystemTrio-Robotics`](https://github.com/SystemTrio-Robotics)).
TAILOS;https://tailos.com/;Provide safe and cost-efficient automated solutions to the hospitality industry. Tailos decreases the time to clean a room. ROS Perception package (depthimage_to_laserscan) that converts a depth image to a laser scan for use with navigation and localization for TAILOS (see [`tailosinc/depthimage_to_laserscan`](https://github.com/tailosinc/depthimage_to_laserscan)).
Tangram Vision;https://www.tangramvision.com/;Helps perception teams accelerate development of critical foundations like calibration, fusion, and sensor multiplexing. It can be used with service robots, industrial robots, drones, industrial automation, products with embedded vision. Hiring engineers with experience in ROS ([Perception Sensor Specialist](https://www.salary.com/job/tangram-vision/perception-sensor-specialist/j202204262228276837502)).
Tata Elxsi;https://www.tataelxsi.com;Provider of design and technology services across industries including Automotive, Broadcast, Communications, and Healthcare. Hiring ROS engineers ([Automotive Application SW Developer](https://www.tataelxsi.com/careers-experience/tbu-019-automotive-application-sw-developer)).
TDK InvenSense;http://www.invensense.com;Develop MEMS sensor platforms found in mobile, wearables, smart home, industrial, and automotive products. [TDK RoboKit1](https://invensense.tdk.com/news-media/tdk-shakes-up-robotics-market-with-next-generation-smartrobotics-platform-tdk-robokit1/) is a robotic platform enables quick prototyping and development for robotic developers, providing a robust hardware platform accompanied by full ROS1 and ROS2 compliant drivers and software algorithms.
TDS Technology;https://www.tdstech.com/;Is an industrial automation company for the factory, marine, pharmaceutical, oil, and gas industries. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^157].
TechMagic;https://techmagic.co.jp/;Integrates technologies such as machine learning of artificial intelligence with hardware to make robots intelligent that solve problems in the food industry. Repositories that provides ROS support (see [`TechMagicKK`](https://github.com/TechMagicKK)).
TECHMAN ROBOT;http://tm-robot.com/;Is a collaborative robot and vision tech company helping businesses and people through robotic technology applications. Sponsor of the [ROScon](https://roscon.ros.org/2023/) 2023.
TelemeThing;https://telemething.com/;Create components for an autonomous drone robotics platform for applications focusing on autonomous navigation, searching, tracking, and visualization. The onboard computer is carried on the UAV, running various AI and CV applications on [ROS](https://telemething.com/).
Tend.ai;https://tend.ai;A smart cloud robotics software platform for industrial devices and robots. Hiring engineers with experience in ROS ([Computer Vision Engineer](https://discourse.ros.org/t/computer-vision-engineer-tend-ai/826)).
TerraClear;https://www.terraclear.com/;Manufacturing of automation machinery[^14], an automated agricultural implement that clears rocks out of fields. Integrate aerial sensing, machine vision, high-accuracy GPS, and advanced robotics solution. URDF model for Gazebo integrated with ROS (see [`rosbot_description`](https://github.com/TerraClear/rosbot_description)).
teTra aviation corp;https://www.tetra-aviation.com;Research, development, manufacture and sales of new aircraft. Hiring ROS engineers ([ROS Engineer](https://www.linkedin.com/jobs/view/3478665844/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=TYJ6wUAy5prj5WNQ6Q4ETw%3D%3D&trackingId=1MZS1Q9EJ47xjXHk9a0TKA%3D%3D&trk=flagship3_search_srp_jobs)).
Tettix;https://www.tettix.info;Designs and manufactures industrial automation systems mostly through AMRs. Acting mainly as a robot integrator using ROS and ROS 2. Hiring ROS engineers ([Robotics Software Engineer](https://www.tettix.info/robotics-software-engineer/)).
Texas Instruments;https://www.ti.com/applications/industrial/robotics.html;Silicon vendor. Analog and embedded silicon technologies to build robots (microcontrollers, servo drive controllers, power management).
Textron;http://www.textron.com;Multi-industry company focused on aircraft, defense, industrial and finance businesses. Using ROS in their robotics activities. Actitively seeking for ROS expertise[^244].
The Construct;https://www.theconstructsim.com/;Provider of both a platform and online robotics training courses around [ROS and ROS 2](https://www.theconstructsim.com/robotigniteacademy_learnros/ros-courses-library/) to grow your robotics skills.
The ePlane Company;http://www.eplane.ai;Manufacturing of aviation and aerospace components. Hiring ROS engineers ([Navigation Engineer: Motion Planning](https://in.indeed.com/viewjob?jk=6cc6c5ce186dd93e&tk=1gppq1pd4k998800&from=serp&vjs=3)).
The Hi-Tech Robotic Systemz Ltd;http://www.thrsl.xyz;Develop an [autonomous driver assistive systems](https://thrsl.xyz/technology_platform.html) for commercial and industrial vehicles. Hiring ROS engineers ([Software Deployment Engineer](https://www.naukri.com/job-listings-software-deployment-engineer-the-hi-tech-robotic-systemz-limited-ankleshwar-0-to-1-years-041122008297)).
TIER IV;https://tier4.jp/en/;Building autonomous-driving cars with ROS and Autoware[^13]. Provides solutions for the commercialization of autonomous vehicles based on the Autoware software. Extension commands for rosbag in ROS 2 (see [`ros2bag_extensions`](https://github.com/tier4/ros2bag_extensions)).
TinyMobileRobots;https://tinymobilerobots.com/;Specializes in high-precision outdoor robots that perform marking and stake-out. Combine advanced robotics software with artificial intelligence and high-precision technologies from the land surveying industry to make robots. Code for testing a mobile robot using ROS (see [`Frobit-Simple-Code-Snippets`](https://github.com/tinymobilerobots/Frobit-Simple-Code-Snippets)).
TIS inc.;https://www.tis.com/;Offers solutions to improve urban management, help by robots and AI. Sponsor of the [ROScon](https://roscon.ros.org/jp/2018/) JP 2018. ROSCon is a developers conference [^170].
TMC;https://tmc-employeneurship.com;Business and tech consulting and services. ROS is used and seeked in their robotics engineering team[^263]
TokyoRobotics;https://robotics.tokyo/;Create humanoid robots and robotic applications. Torobo is a robot developed to accelerate research into industrial applications of full-body humanoid robots[^11]. The robots software is based on ROS (see [`toroboeye_ros`](https://github.com/TokyoRobotics/toroboeye_ros))[^12].
Tomahawk Robotics;https://tomahawkrobotics.com/;Creates safe robotic solutions for unmanned systems in stressful and harsh environments. Tomahawk Robotics' Kinesis common control software integrates easily with unmanned systems built on [ROS/ROS2](https://twitter.com/TomahawkRobots/status/1491177615834730499).
Toposens;http://www.toposens.com;Build robust and low-cost near-field 3D ultrasonic vision technology for robotics and autonomous vehicles. Custom ROS packages for prototyping with Toposens 3D ultrasound sensors. (see [`ros-packages`](https://gitlab.com/toposens/public/ros-packages))[^179].
Torc Robotics;http://torc.ai/;Develops automated Level 4, Class 8 trucks with Daimler. Provides end-to-end self-driving[^124] software for mobility, trucking, mining, and defense markets.� Hiring engineers with experience in ROS ([Staff Automotive Software Engineer](https://wellfound.com/company/torc-robotics/jobs/2608551-staff-automotive-software-engineer-diagnostics-flashing)).
Tormach;https://www.tormach.com/;Manufacture engineering products including CNC mills, routers, grinders, lathes and CNC accessories. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^158].
Toyota Research Institute;https://www.tri.global/;Use artificial intelligence to make automobiles safer. By using ROS, to design the software of the robots and Gazebo for simulation tests. Hiring ROS engineers ([Software Engineer](https://discourse.ros.org/t/ros2-jobs-at-toyota-research-institute-cambridge-ma/5008)).
Toyota Woven Planet;https://www.woven-planet.global/en;"Group formed to expand and improve operations of Toyota Research Institute for the purpose of developing innovative products that will enable its vision, ""Mobility to Love, Safety to Live\'94. Uses ROS 2 forks to develop autonomous platforms[^205][^206][^207]"
TRACLabs;http://traclabs.com;Develop control software, human-robot interfaces, electronic procedure systems, on-board satellite autonomous planning and execution solutions, and other solutions in the field of robotics and automation. Sponsor of the [ROScon](https://roscon.ros.org/world/2020/) 2020. ROSCon is a developers conference [^167]. ROS drivers for TRACLabs (see [`traclabs`](https://github.com/traclabs))
Tractonomy Robotics;http://www.tractonomy.com/;Develop autonomous mobile robot solutions to boost productivity and resilience in manufacturing and fulfillment logistics. Hiring engineers with experience in ROS ([Software Engineer](https://discourse.ros.org/t/full-time-position-software-engineer-robot-solutions/23390)).
Transforma Robotics;http://www.transformarobotics.com;Develop modular collaborative robotic platforms with data analytics and artificial intelligence to enable safe, cost-effective, and efficient construction. They offer robots and robotic services to the construction industry: Quality Inspectionand Assessment Robot ([QuicaBot](https://www.transformarobotics.com/quicabot)) for construction quality assessment and Spray Painting Robot ([PictoBot](https://www.transformarobotics.com/pictobot)) for indoor wall painting. Hiring ROS engineers ([Software/Robotic Positions at TransformaRobotics](https://discourse.ros.org/t/software-robotic-positions-at-transformarobotics/2778/1)).
Trimble;http://www.trimble.com;Develop positioning technology solutions for surveying, construction, agriculture, public safety and mapping purposes. Hiring engineers with experience in ROS ([Systems Engineer](https://dayton-oh.geebo.com/jobs-online/view/id/1037006150-systems-engineer-at-trimble-/)).
Triton Medical Robotics;https://tritonrobotics.com;Medical robotics devices built with ROS that enables doctors to reach deep into human anatomy. Their robots aim to disrupt flexible endoscopy and set a new standard in outcomes for decades to come. Looking for ROS talent[^298]
Trossen Robotics;http://www.trossenrobotics.com/;Focus on research and educational robotics who specializes in robotic manipulators / arms[^64]. ROS Packages for Trossen robotics products (see [`interbotix`](https://github.com/interbotix)).
Tryo Labs;https://tryolabs.com;Machine learning consulting shop. Use ROS 2 in robotics projects[^234].
Tsuk Arm Robotics;https://tsukarm.co.jp/;"Develop technologies such as robot arms ([xArm](https://tsukarm.co.jp/xarm-2)), robot vision, and IoT (Edge Computing), starting from the technology of ""grabbing"" objects with a robot arm. xARm users can extend their functions by providing SDKs for ROS [^173]."
TUGBOT;http://www.tugbot.com/;Specializes in the development of Autonomous Mobile Robots (AMR) technology. Hiring engineers with experience in ROS ([ROS software developer](https://www.linkedin.com/jobs/view/3762477737)).
TuSimple;http://www.tusimple.com;Is a self-driving truck company developing technology that allows them to drive from depot-to-depot without human intervention. ROS drivers for TuSimple [product](https://www.tusimple.com/product/) (see [`TuSimple`](https://github.com/TuSimple)).
T-Systems International GmbH;https://www.t-systems.com;Provide system security to manage the data in a big data analysis method. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^160].
UBC AgroBot;https://ubcagrobot.com/;The company hopes to help accelerate the implementation of automation and robotics in farming. Design a autonomous robot capable of traversing crop rows and performing targeted weed extermination, fertilization and collecting crop data. Incorporate ROS[^122] for communication between subsystems.
Ubica Robotics GmbH;https://www.ubica-robotics.eu;Develop autonomous scanning robots for stationery retailers to create digital twins of branches. A set of plugins for publishing and subscribing to sensor_msgs/Image topics in representations other than raw pixel data for Ubica Robotics (see [`ubica-robotics/image_transport_plugins`](https://github.com/ubica-robotics/image_transport_plugins)).
Ubiquity Robotics;https://www.ubiquityrobotics.com/;Build platforms with mobility, navigation, power and compute working. The most popular robot is Magni[^40], it is compatible with ROS (see [`magni_robot`](https://github.com/UbiquityRobotics/magni_robot)).
Udacity;http://www.udacity.com;Develop an online learning platform offering programs in [artificial intelligence](https://www.udacity.com/enterprise/artificial-intelligence), machine learning, and robotics sector. ROS package for Udacity (see [`udacity`](https://github.com/udacity)).
Udelv;http://www.udelv.com/;Focus on autonomous vehicles, paired with uPod delivery technology, enable long-range and high-capacity deliveries that are eco, business and customer-friendly. Hiring engineers with experience in ROS ([Robotics Software Engineer](https://boards.greenhouse.io/udelv/jobs/4185013003)).
UFACTORY;http://www.ufactory.cc;Develop and manufacture robotics systems. Focus on creating robotic arms. ROS Drivers for communicating with UFACTORY robotics arms (see [`uArm-Developer`](https://github.com/uArm-Developer)).
Uhnder;http://www.uhnder.com/;Develop a digital automotive radar-on-chip designed to automate systems for safety and better feedback response. Hiring ROS engineers ([Senior/Software Engineer](https://app.trinethire.com/companies/32235-uhnder-inc/jobs/64347-senior-software-engineer-system-integration?ref=www.uncrewedengineeringjobs.com)).
Unbox Robotics;https://unboxrobotics.com/;Builds software-defined robotics systems to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital. Hiring ROS engineers ([Robotics Software Engineer](https://www.spottabl.com/unboxrobotics/robotics-software-engineer-213974)).
Unibap AB;https://unibap.com;Provide industrial automation and robotics solutions to a variety of industries. Focus on developing intelligent robotic systems that can be used in manufacturing, logistics, and other industrial applications. ROS drivers for Unibap AB (see [`Unibap`](https://github.com/Unibap)).
United Robotics Group;https://unitedrobotics.group;Young service robotics companies into a unique ecosystem by bundling hardware and software expertise under one roof. Using ROS across companies in the group. Acquired Robotnik who's a very active user of ROS[^309]
United Robots;https://www.unitedrobots.co/;Mobile robotic solutions for safer, cleaner and healthier spaces� Uses ROS and Navigation stack to build their robots. Hiring engineers with experience in ROS ([Senior C++ Engineer](https://jobs.unitedrobots.co/jobs/1451848-senior-c-engineer)).
Unitree;https://www.unitree.com/;Focus on the development, production and sales of high-performance quadruped robots[^83]. The company develop robot core components, motion control, robot perception, etc. ROS simulation packages for Unitree robots (see [`unitree_ros`](https://github.com/unitreerobotics/unitree_ros)).
Unity;https://unity.com/solutions/automotive-transportation-manufacturing/robotics;Experimentation platform that� create and model highly customizable real-world situations for robot design and simulations. This is a central repository for tools, tutorials, resources, and documentation about ROS in Unity (see [`Unity-Robotics-Hub`](https://github.com/Unity-Technologies/Unity-Robotics-Hub))[^8].
Universal Field Robots;http://universalfieldrobots.com.au/;Is an engineering company that offers machine learning, artificial intelligence, research, and development services. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for Universal Field Robots (see [`universal-field-robots/vision_opencv`](https://github.com/universal-field-robots/vision_opencv)).
Universal Robots;https://www.universal-robots.com/;Develop and sell industrial robots that automate industrial processes. The ROS driver works with all UR cobots that come with a CB3 or UR series. Hosts drivers for usage with the ROS (see [`UniversalRobots`](https://github.com/UniversalRobots))[^9] for CB3 and e-Series where RTDE is available.
Unmanned Life;http://unmanned.life;Software platform for seamless orchestration of autonomous robotics. Unmanned Life software platform is capable of integrating different technologies, suchas AI, 5G and Edge computing with multiple robots such as drones and autonomous mobile robots (AMRs). ROS2 drivers for Unmanned Life (see [`umdlife`](https://github.com/umdlife)).
Urban Machine;http://www.urbanmachine.build;Construction company that manufactures reclaims and co-creates locally sourced premium lumber products. Open3D analog to perception_pcl, containing conversion functions from Open3D to/from ROS types for Urban Machine (see [`UrbanMachine/perception_open3d`](https://github.com/UrbanMachine/perception_open3d)).
UVD Robots;https://uvd.blue-ocean-robotics.com/;Autonomous disinfection robots using ultraviolet (UV) light. Hiring engineers with experience in ROS ([Robotics Software Developer](https://discourse.ros.org/t/robotics-software-developer-to-develop-uvd-robots-blue-ocean-robotics/24170)).
UVify;https://www.uvify.com/;Is a developer and manufacturer of high-performance drones, autonomous technologies, and related hardware and software. ROS drivers for UVify (see [`uvify`](https://github.com/uvify)).
U POWER;https://upower.com/;An automotive company that empowers clients and brings Car-as-a-Service (CaaS) capabilities to their projects. Hiring ROS engineers ([Sr. Embedded and System Software Engineer](https://www.linkedin.com/jobs/view/sr-embedded-and-system-software-engineer-adas-ad-middleware-ros2-dds-rmw-at-u-power-3618258703/)).
Vaarst;https://vaarst.com/;Develop robotic analytic solutions designed for ocean applications. Vaarst uses computer vision technology to capture, and for storing, managing, and analyzing data, it features live streaming and geo-referencing capabilities. PCL (Point Cloud Library) ROS interface stack for Vaarst (see [`rovco/perception_pcl`](https://github.com/rovco/perception_pcl)).
Valeo;https://www.valeo.com/;Company innovating in automotive electrification & micromobility. Partner to all automakers worldwide. Using ROS in their development and engineering services. Actively seeking for ROS talent[^248].
Vayu Robotics;http://www.vayurobotics.com;Develop automotive sensing, autonomous vehicles, and robotics technology. The company builds robotics platforms using bio-inspired sensing, scalable machine learning, and purposeful robotic design. ROS2 drivers for Vayu Robotics (see [`Vayu-Robotics`](https://github.com/Vayu-Robotics)).
Vecna Robotics;http://vecnarobotics.com;Create and commercialize health care solutions in the areas of robotics, patient safety, infection control, and patient self-service. Hiring engineers with experience in ROS ([Senior Robotics Software Engineer](https://discourse.ros.org/t/senior-robotics-software-engineer/22466/1)).
VECROS;http://www.vecros.com;Offer a range of products and services, including robotics consulting, design and development, and integration and deployment. Hiring ROS engineers ([Robotics Software Development](https://www.freshersworld.com/jobs/robotics-software-development-jobs-opening-in-vecros-technologies-private-limited-at-delhi-1531291)).
Vention;https://vention.io/;Platform to Design, Automate, Order, and Deploy automated equipment. Looking for ROS talent for their automation equipment[^285].
Viam;http://www.viam.com/;Software platform that simplifies turning great ideas into smart machines in production. Viam lets users configure & build, code, manage & scale, and do more with their smart machine fleets in the cloud, all from a single platform. Sponsor of the [ROScon](https://roscon.ros.org/2023/) 2023. ROSCon is a developers conference [^379].
Vicarious;http://vicarious.com;Is a firm that develops general intelligence for robots using artificial intelligence and the computational principles of the brain[^10]. Wrappers, tools and additional API's for using ROS with the Gazebo simulator (see [`gazebo_ros_pkgs`](https://github.com/vicariousinc/gazebo_ros_pkgs)).
